Region_name_en,Region_Name_fr,Week_Number,Begin_of_Week_Date,End_of_Week_Date,Activity_Level,PR_HRUID
Montréal et Laval,Montréal et Laval,202415,2024-04-07,2024-04-13,2,2413
Ouest-du-Québec,Ouest-du-Québec,202415,2024-04-07,2024-04-13,2,2414
Montérégie,Montérégie,202415,2024-04-07,2024-04-13,2,2416
Central East,Centre-Est,202415,2024-04-07,2024-04-13,3,3570
Central West,Centre-Ouest,202415,2024-04-07,2024-04-13,3,3527
Eastern,Est,202415,2024-04-07,2024-04-13,3,3551
North East,Nord-Est,202415,2024-04-07,2024-04-13,3,3547
North West,Nord-Ouest,202415,2024-04-07,2024-04-13,2,3549
South West,Sud-Ouest,202415,2024-04-07,2024-04-13,3,3531
Toronto,Toronto,202415,2024-04-07,2024-04-13,3,3595
North,Nord,202415,2024-04-07,2024-04-13,3,4708
Central,Centre,202415,2024-04-07,2024-04-13,2,4705
South,Sud,202415,2024-04-07,2024-04-13,2,4701
North Zone,Du nord,202415,2024-04-07,2024-04-13,2,4835
Edmonton,Edmonton,202415,2024-04-07,2024-04-13,2,4834
Central Zone,Centre,202415,2024-04-07,2024-04-13,2,4833
Calgary,Calgary,202415,2024-04-07,2024-04-13,2,4832
South Zone,Du sud,202415,2024-04-07,2024-04-13,2,4831
Interior,Intérieur,202415,2024-04-07,2024-04-13,2,5911
Fraser,Fraser,202415,2024-04-07,2024-04-13,2,5921
Vancouver Coastal,Vancouver Coastal,202415,2024-04-07,2024-04-13,2,5931
Vancouver Island,Île de Vancouver,202415,2024-04-07,2024-04-13,3,5941
Northern,Nord,202415,2024-04-07,2024-04-13,2,5951
Yukon,Yukon,202415,2024-04-07,2024-04-13,2,6001
North,Région nord des TNO,202415,2024-04-07,2024-04-13,2,6101
South,Région sud des TNO,202415,2024-04-07,2024-04-13,2,6103
Qikiqtaaluk,Qikiqtaaluk,202415,2024-04-07,2024-04-13,2,6204
Kivalliq,Kivalliq,202415,2024-04-07,2024-04-13,2,6205
Kitimeot,Kitimeot,202415,2024-04-07,2024-04-13,2,6208
Eastern,Est,202416,2024-04-14,2024-04-20,2,1011
Labrador-Grenfell,Grenfell Labrador,202416,2024-04-14,2024-04-20,1,1014
Central,Centre,202416,2024-04-14,2024-04-20,2,1012
Western,Ouest,202416,2024-04-14,2024-04-20,2,1013
Prince Edward Island,Île-du-Prince-Édouard,202416,2024-04-14,2024-04-20,2,1103
Zone 1 - Western,Zone 1 - Ouest,202416,2024-04-14,2024-04-20,2,1211
Zone 2 - Northern,Zone 2 - Nord,202416,2024-04-14,2024-04-20,2,1234
Zone 3 - Eastern,Zone 3 - Est,202416,2024-04-14,2024-04-20,2,1247
Zone 4 - Central,Zone 4 - Centrale,202416,2024-04-14,2024-04-20,2,1269
Region 1,Région de santé publique 1,202416,2024-04-14,2024-04-20,2,1301
Region 2,Région de santé publique 2,202416,2024-04-14,2024-04-20,2,1302
Region 3,Région de santé publique 3,202416,2024-04-14,2024-04-20,2,1303
Region 4,Région de santé publique 4,202416,2024-04-14,2024-04-20,2,1304
Region 5,Région de santé publique 5,202416,2024-04-14,2024-04-20,2,1305
Region 6,Région de santé publique 6,202416,2024-04-14,2024-04-20,2,1306
Region 7,Région de santé publique 7,202416,2024-04-14,2024-04-20,2,1307
Nord-est,Nord-est,202416,2024-04-14,2024-04-20,2,2410
Québec et Chaudieres-Appalaches,Québec et Chaudieres-Appalaches,202416,2024-04-14,2024-04-20,2,2412
Centre-du-Québec,Centre-du-Québec,202416,2024-04-14,2024-04-20,2,2404
Montréal et Laval,Montréal et Laval,202416,2024-04-14,2024-04-20,2,2413
Ouest-du-Québec,Ouest-du-Québec,202416,2024-04-14,2024-04-20,2,2414
Montérégie,Montérégie,202416,2024-04-14,2024-04-20,2,2416
Central East,Centre-Est,202416,2024-04-14,2024-04-20,3,3570
Central West,Centre-Ouest,202416,2024-04-14,2024-04-20,3,3527
Eastern,Est,202416,2024-04-14,2024-04-20,3,3551
North East,Nord-Est,202416,2024-04-14,2024-04-20,3,3547
North West,Nord-Ouest,202416,2024-04-14,2024-04-20,3,3549
South West,Sud-Ouest,202416,2024-04-14,2024-04-20,3,3531
Toronto,Toronto,202416,2024-04-14,2024-04-20,3,3595
North,Nord,202416,2024-04-14,2024-04-20,2,4708
Central,Centre,202416,2024-04-14,2024-04-20,2,4705
South,Sud,202416,2024-04-14,2024-04-20,2,4701
North Zone,Du nord,202416,2024-04-14,2024-04-20,2,4835
Edmonton,Edmonton,202416,2024-04-14,2024-04-20,2,4834
Central Zone,Centre,202416,2024-04-14,2024-04-20,2,4833
Calgary,Calgary,202416,2024-04-14,2024-04-20,3,4832
South Zone,Du sud,202416,2024-04-14,2024-04-20,2,4831
Interior,Intérieur,202416,2024-04-14,2024-04-20,2,5911
Fraser,Fraser,202416,2024-04-14,2024-04-20,2,5921
Vancouver Coastal,Vancouver Coastal,202416,2024-04-14,2024-04-20,2,5931
Vancouver Island,Île de Vancouver,202416,2024-04-14,2024-04-20,3,5941
Northern,Nord,202416,2024-04-14,2024-04-20,2,5951
Yukon,Yukon,202416,2024-04-14,2024-04-20,2,6001
North,Région nord des TNO,202416,2024-04-14,2024-04-20,2,6101
South,Région sud des TNO,202416,2024-04-14,2024-04-20,2,6103
Qikiqtaaluk,Qikiqtaaluk,202416,2024-04-14,2024-04-20,1,6204
Kivalliq,Kivalliq,202416,2024-04-14,2024-04-20,2,6205
Kitimeot,Kitimeot,202416,2024-04-14,2024-04-20,1,6208
Eastern,Est,202417,2024-04-21,2024-04-27,2,1011
Labrador-Grenfell,Grenfell Labrador,202417,2024-04-21,2024-04-27,2,1014
Central,Centre,202417,2024-04-21,2024-04-27,2,1012
Western,Ouest,202417,2024-04-21,2024-04-27,2,1013
Prince Edward Island,Île-du-Prince-Édouard,202417,2024-04-21,2024-04-27,2,1103
Zone 1 - Western,Zone 1 - Ouest,202417,2024-04-21,2024-04-27,2,1211
Zone 2 - Northern,Zone 2 - Nord,202417,2024-04-21,2024-04-27,2,1234
Zone 3 - Eastern,Zone 3 - Est,202417,2024-04-21,2024-04-27,2,1247
Zone 4 - Central,Zone 4 - Centrale,202417,2024-04-21,2024-04-27,2,1269
Region 1,Région de santé publique 1,202417,2024-04-21,2024-04-27,2,1301
Region 2,Région de santé publique 2,202417,2024-04-21,2024-04-27,2,1302
Region 3,Région de santé publique 3,202417,2024-04-21,2024-04-27,2,1303
Region 4,Région de santé publique 4,202417,2024-04-21,2024-04-27,2,1304
Region 5,Région de santé publique 5,202417,2024-04-21,2024-04-27,2,1305
Region 6,Région de santé publique 6,202417,2024-04-21,2024-04-27,2,1306
Region 7,Région de santé publique 7,202417,2024-04-21,2024-04-27,2,1307
Nord-est,Nord-est,202417,2024-04-21,2024-04-27,2,2410
Québec et Chaudieres-Appalaches,Québec et Chaudieres-Appalaches,202417,2024-04-21,2024-04-27,2,2412
Centre-du-Québec,Centre-du-Québec,202417,2024-04-21,2024-04-27,2,2404
Montréal et Laval,Montréal et Laval,202417,2024-04-21,2024-04-27,2,2413
Ouest-du-Québec,Ouest-du-Québec,202417,2024-04-21,2024-04-27,2,2414
Montérégie,Montérégie,202417,2024-04-21,2024-04-27,2,2416
Central East,Centre-Est,202417,2024-04-21,2024-04-27,3,3570
Central West,Centre-Ouest,202417,2024-04-21,2024-04-27,3,3527
Eastern,Est,202417,2024-04-21,2024-04-27,3,3551
North East,Nord-Est,202417,2024-04-21,2024-04-27,3,3547
North West,Nord-Ouest,202417,2024-04-21,2024-04-27,3,3549
South West,Sud-Ouest,202417,2024-04-21,2024-04-27,3,3531
Toronto,Toronto,202417,2024-04-21,2024-04-27,3,3595
North,Nord,202417,2024-04-21,2024-04-27,2,4708
Central,Centre,202417,2024-04-21,2024-04-27,2,4705
South,Sud,202417,2024-04-21,2024-04-27,3,4701
North Zone,Du nord,202417,2024-04-21,2024-04-27,2,4835
Edmonton,Edmonton,202417,2024-04-21,2024-04-27,2,4834
Central Zone,Centre,202417,2024-04-21,2024-04-27,2,4833
Calgary,Calgary,202417,2024-04-21,2024-04-27,2,4832
South Zone,Du sud,202417,2024-04-21,2024-04-27,2,4831
Interior,Intérieur,202417,2024-04-21,2024-04-27,2,5911
Fraser,Fraser,202417,2024-04-21,2024-04-27,3,5921
Vancouver Coastal,Vancouver Coastal,202417,2024-04-21,2024-04-27,2,5931
Vancouver Island,Île de Vancouver,202417,2024-04-21,2024-04-27,3,5941
Northern,Nord,202417,2024-04-21,2024-04-27,2,5951
Yukon,Yukon,202417,2024-04-21,2024-04-27,2,6001
North,Région nord des TNO,202417,2024-04-21,2024-04-27,1,6101
South,Région sud des TNO,202417,2024-04-21,2024-04-27,1,6103
Qikiqtaaluk,Qikiqtaaluk,202417,2024-04-21,2024-04-27,2,6204
Kivalliq,Kivalliq,202417,2024-04-21,2024-04-27,2,6205
Kitimeot,Kitimeot,202417,2024-04-21,2024-04-27,1,6208
Eastern,Est,202418,2024-04-28,2024-05-04,2,1011
Labrador-Grenfell,Grenfell Labrador,202418,2024-04-28,2024-05-04,2,1014
Central,Centre,202418,2024-04-28,2024-05-04,2,1012
Western,Ouest,202418,2024-04-28,2024-05-04,2,1013
Prince Edward Island,Île-du-Prince-Édouard,202418,2024-04-28,2024-05-04,3,1103
Zone 1 - Western,Zone 1 - Ouest,202418,2024-04-28,2024-05-04,2,1211
Zone 2 - Northern,Zone 2 - Nord,202418,2024-04-28,2024-05-04,2,1234
Zone 3 - Eastern,Zone 3 - Est,202418,2024-04-28,2024-05-04,2,1247
Zone 4 - Central,Zone 4 - Centrale,202418,2024-04-28,2024-05-04,2,1269
Region 1,Région de santé publique 1,202418,2024-04-28,2024-05-04,2,1301
Region 2,Région de santé publique 2,202418,2024-04-28,2024-05-04,2,1302
Region 3,Région de santé publique 3,202418,2024-04-28,2024-05-04,2,1303
Region 4,Région de santé publique 4,202418,2024-04-28,2024-05-04,1,1304
Region 5,Région de santé publique 5,202418,2024-04-28,2024-05-04,1,1305
Region 6,Région de santé publique 6,202418,2024-04-28,2024-05-04,2,1306
Region 7,Région de santé publique 7,202418,2024-04-28,2024-05-04,2,1307
Nord-est,Nord-est,202418,2024-04-28,2024-05-04,2,2410
Québec et Chaudieres-Appalaches,Québec et Chaudieres-Appalaches,202418,2024-04-28,2024-05-04,2,2412
Centre-du-Québec,Centre-du-Québec,202418,2024-04-28,2024-05-04,2,2404
Montréal et Laval,Montréal et Laval,202418,2024-04-28,2024-05-04,2,2413
Ouest-du-Québec,Ouest-du-Québec,202418,2024-04-28,2024-05-04,2,2414
Montérégie,Montérégie,202418,2024-04-28,2024-05-04,2,2416
Central East,Centre-Est,202418,2024-04-28,2024-05-04,3,3570
Central West,Centre-Ouest,202418,2024-04-28,2024-05-04,3,3527
Eastern,Est,202418,2024-04-28,2024-05-04,3,3551
North East,Nord-Est,202418,2024-04-28,2024-05-04,3,3547
North West,Nord-Ouest,202418,2024-04-28,2024-05-04,3,3549
South West,Sud-Ouest,202418,2024-04-28,2024-05-04,3,3531
Toronto,Toronto,202418,2024-04-28,2024-05-04,3,3595
North,Nord,202418,2024-04-28,2024-05-04,2,4708
Central,Centre,202418,2024-04-28,2024-05-04,2,4705
South,Sud,202418,2024-04-28,2024-05-04,2,4701
North Zone,Du nord,202418,2024-04-28,2024-05-04,2,4835
Edmonton,Edmonton,202418,2024-04-28,2024-05-04,2,4834
Central Zone,Centre,202418,2024-04-28,2024-05-04,2,4833
Calgary,Calgary,202418,2024-04-28,2024-05-04,2,4832
South Zone,Du sud,202418,2024-04-28,2024-05-04,2,4831
Yukon,Yukon,202418,2024-04-28,2024-05-04,2,6001
North,Région nord des TNO,202418,2024-04-28,2024-05-04,2,6101
South,Région sud des TNO,202418,2024-04-28,2024-05-04,2,6103
Qikiqtaaluk,Qikiqtaaluk,202418,2024-04-28,2024-05-04,2,6204
Kivalliq,Kivalliq,202418,2024-04-28,2024-05-04,1,6205
Kitimeot,Kitimeot,202418,2024-04-28,2024-05-04,2,6208
Eastern,Est,202419,2024-05-05,2024-05-11,2,1011
Labrador-Grenfell,Grenfell Labrador,202419,2024-05-05,2024-05-11,2,1014
Central,Centre,202419,2024-05-05,2024-05-11,2,1012
Western,Ouest,202419,2024-05-05,2024-05-11,2,1013
Prince Edward Island,Île-du-Prince-Édouard,202419,2024-05-05,2024-05-11,2,1103
Zone 1 - Western,Zone 1 - Ouest,202419,2024-05-05,2024-05-11,2,1211
Zone 2 - Northern,Zone 2 - Nord,202419,2024-05-05,2024-05-11,2,1234
Zone 3 - Eastern,Zone 3 - Est,202419,2024-05-05,2024-05-11,2,1247
Zone 4 - Central,Zone 4 - Centrale,202419,2024-05-05,2024-05-11,2,1269
Region 1,Région de santé publique 1,202419,2024-05-05,2024-05-11,2,1301
Region 2,Région de santé publique 2,202419,2024-05-05,2024-05-11,2,1302
Region 3,Région de santé publique 3,202419,2024-05-05,2024-05-11,2,1303
Region 4,Région de santé publique 4,202419,2024-05-05,2024-05-11,1,1304
Region 5,Région de santé publique 5,202419,2024-05-05,2024-05-11,1,1305
Region 6,Région de santé publique 6,202419,2024-05-05,2024-05-11,2,1306
Region 7,Région de santé publique 7,202419,2024-05-05,2024-05-11,1,1307
Nord-est,Nord-est,202419,2024-05-05,2024-05-11,2,2410
Québec et Chaudieres-Appalaches,Québec et Chaudieres-Appalaches,202419,2024-05-05,2024-05-11,2,2412
Centre-du-Québec,Centre-du-Québec,202419,2024-05-05,2024-05-11,2,2404
Montréal et Laval,Montréal et Laval,202419,2024-05-05,2024-05-11,2,2413
Ouest-du-Québec,Ouest-du-Québec,202419,2024-05-05,2024-05-11,2,2414
Montérégie,Montérégie,202419,2024-05-05,2024-05-11,2,2416
Central East,Centre-Est,202419,2024-05-05,2024-05-11,3,3570
Central West,Centre-Ouest,202419,2024-05-05,2024-05-11,3,3527
Eastern,Est,202419,2024-05-05,2024-05-11,3,3551
North East,Nord-Est,202419,2024-05-05,2024-05-11,3,3547
North West,Nord-Ouest,202419,2024-05-05,2024-05-11,3,3549
South West,Sud-Ouest,202419,2024-05-05,2024-05-11,3,3531
Toronto,Toronto,202419,2024-05-05,2024-05-11,3,3595
North,Nord,202419,2024-05-05,2024-05-11,2,4708
Central,Centre,202419,2024-05-05,2024-05-11,2,4705
South,Sud,202419,2024-05-05,2024-05-11,2,4701
North Zone,Du nord,202419,2024-05-05,2024-05-11,2,4835
Edmonton,Edmonton,202419,2024-05-05,2024-05-11,2,4834
Central Zone,Centre,202419,2024-05-05,2024-05-11,2,4833
Calgary,Calgary,202419,2024-05-05,2024-05-11,2,4832
South Zone,Du sud,202419,2024-05-05,2024-05-11,2,4831
Yukon,Yukon,202419,2024-05-05,2024-05-11,2,6001
North,Région nord des TNO,202419,2024-05-05,2024-05-11,1,6101
South,Région sud des TNO,202419,2024-05-05,2024-05-11,2,6103
Qikiqtaaluk,Qikiqtaaluk,202419,2024-05-05,2024-05-11,2,6204
Kivalliq,Kivalliq,202419,2024-05-05,2024-05-11,2,6205
Kitimeot,Kitimeot,202419,2024-05-05,2024-05-11,1,6208
Eastern,Est,202420,2024-05-12,2024-05-18,2,1011
Labrador-Grenfell,Grenfell Labrador,202420,2024-05-12,2024-05-18,2,1014
Central,Centre,202420,2024-05-12,2024-05-18,2,1012
Western,Ouest,202420,2024-05-12,2024-05-18,2,1013
Zone 1 - Western,Zone 1 - Ouest,202420,2024-05-12,2024-05-18,2,1211
Zone 2 - Northern,Zone 2 - Nord,202420,2024-05-12,2024-05-18,2,1234
Zone 3 - Eastern,Zone 3 - Est,202420,2024-05-12,2024-05-18,2,1247
Zone 4 - Central,Zone 4 - Centrale,202420,2024-05-12,2024-05-18,2,1269
Region 1,Région de santé publique 1,202420,2024-05-12,2024-05-18,2,1301
Region 2,Région de santé publique 2,202420,2024-05-12,2024-05-18,2,1302
Region 3,Région de santé publique 3,202420,2024-05-12,2024-05-18,2,1303
Region 4,Région de santé publique 4,202420,2024-05-12,2024-05-18,1,1304
Region 5,Région de santé publique 5,202420,2024-05-12,2024-05-18,1,1305
Region 6,Région de santé publique 6,202420,2024-05-12,2024-05-18,2,1306
Region 7,Région de santé publique 7,202420,2024-05-12,2024-05-18,2,1307
Nord-est,Nord-est,202420,2024-05-12,2024-05-18,2,2410
Québec et Chaudieres-Appalaches,Québec et Chaudieres-Appalaches,202420,2024-05-12,2024-05-18,2,2412
Centre-du-Québec,Centre-du-Québec,202420,2024-05-12,2024-05-18,2,2404
Montréal et Laval,Montréal et Laval,202420,2024-05-12,2024-05-18,2,2413
Ouest-du-Québec,Ouest-du-Québec,202420,2024-05-12,2024-05-18,2,2414
Montérégie,Montérégie,202420,2024-05-12,2024-05-18,2,2416
Central East,Centre-Est,202420,2024-05-12,2024-05-18,3,3570
Central West,Centre-Ouest,202420,2024-05-12,2024-05-18,3,3527
Eastern,Est,202420,2024-05-12,2024-05-18,3,3551
North East,Nord-Est,202420,2024-05-12,2024-05-18,3,3547
North West,Nord-Ouest,202420,2024-05-12,2024-05-18,2,3549
South West,Sud-Ouest,202420,2024-05-12,2024-05-18,3,3531
Toronto,Toronto,202420,2024-05-12,2024-05-18,3,3595
North,Nord,202420,2024-05-12,2024-05-18,2,4708
Central,Centre,202420,2024-05-12,2024-05-18,2,4705
South,Sud,202420,2024-05-12,2024-05-18,2,4701
North Zone,Du nord,202420,2024-05-12,2024-05-18,2,4835
Edmonton,Edmonton,202420,2024-05-12,2024-05-18,3,4834
Central Zone,Centre,202420,2024-05-12,2024-05-18,2,4833
Calgary,Calgary,202420,2024-05-12,2024-05-18,2,4832
South Zone,Du sud,202420,2024-05-12,2024-05-18,2,4831
Yukon,Yukon,202420,2024-05-12,2024-05-18,2,6001
North,Région nord des TNO,202420,2024-05-12,2024-05-18,1,6101
South,Région sud des TNO,202420,2024-05-12,2024-05-18,2,6103
Qikiqtaaluk,Qikiqtaaluk,202420,2024-05-12,2024-05-18,2,6204
Kivalliq,Kivalliq,202420,2024-05-12,2024-05-18,2,6205
Kitimeot,Kitimeot,202420,2024-05-12,2024-05-18,1,6208
Eastern,Est,202421,2024-05-19,2024-05-25,2,1011
Labrador-Grenfell,Grenfell Labrador,202421,2024-05-19,2024-05-25,2,1014
Central,Centre,202421,2024-05-19,2024-05-25,2,1012
Western,Ouest,202421,2024-05-19,2024-05-25,2,1013
Zone 1 - Western,Zone 1 - Ouest,202421,2024-05-19,2024-05-25,2,1211
Zone 2 - Northern,Zone 2 - Nord,202421,2024-05-19,2024-05-25,2,1234
Zone 3 - Eastern,Zone 3 - Est,202421,2024-05-19,2024-05-25,1,1247
Zone 4 - Central,Zone 4 - Centrale,202421,2024-05-19,2024-05-25,2,1269
Region 1,Région de santé publique 1,202421,2024-05-19,2024-05-25,2,1301
Region 2,Région de santé publique 2,202421,2024-05-19,2024-05-25,2,1302
Region 3,Région de santé publique 3,202421,2024-05-19,2024-05-25,2,1303
Region 4,Région de santé publique 4,202421,2024-05-19,2024-05-25,1,1304
Region 5,Région de santé publique 5,202421,2024-05-19,2024-05-25,1,1305
Region 6,Région de santé publique 6,202421,2024-05-19,2024-05-25,2,1306
Region 7,Région de santé publique 7,202421,2024-05-19,2024-05-25,1,1307
Nord-est,Nord-est,202421,2024-05-19,2024-05-25,2,2410
Québec et Chaudieres-Appalaches,Québec et Chaudieres-Appalaches,202421,2024-05-19,2024-05-25,2,2412
Centre-du-Québec,Centre-du-Québec,202421,2024-05-19,2024-05-25,2,2404
Montréal et Laval,Montréal et Laval,202421,2024-05-19,2024-05-25,2,2413
Ouest-du-Québec,Ouest-du-Québec,202421,2024-05-19,2024-05-25,2,2414
Montérégie,Montérégie,202421,2024-05-19,2024-05-25,2,2416
Central East,Centre-Est,202421,2024-05-19,2024-05-25,3,3570
Central West,Centre-Ouest,202421,2024-05-19,2024-05-25,3,3527
Eastern,Est,202421,2024-05-19,2024-05-25,3,3551
North East,Nord-Est,202421,2024-05-19,2024-05-25,3,3547
North West,Nord-Ouest,202421,2024-05-19,2024-05-25,3,3549
South West,Sud-Ouest,202421,2024-05-19,2024-05-25,3,3531
Toronto,Toronto,202421,2024-05-19,2024-05-25,3,3595
North,Nord,202421,2024-05-19,2024-05-25,2,4708
Central,Centre,202421,2024-05-19,2024-05-25,2,4705
South,Sud,202421,2024-05-19,2024-05-25,2,4701
North Zone,Du nord,202421,2024-05-19,2024-05-25,2,4835
Edmonton,Edmonton,202421,2024-05-19,2024-05-25,2,4834
Central Zone,Centre,202421,2024-05-19,2024-05-25,2,4833
Calgary,Calgary,202421,2024-05-19,2024-05-25,2,4832
South Zone,Du sud,202421,2024-05-19,2024-05-25,2,4831
Yukon,Yukon,202421,2024-05-19,2024-05-25,2,6001
North,Région nord des TNO,202421,2024-05-19,2024-05-25,1,6101
South,Région sud des TNO,202421,2024-05-19,2024-05-25,1,6103
Qikiqtaaluk,Qikiqtaaluk,202421,2024-05-19,2024-05-25,2,6204
Kivalliq,Kivalliq,202421,2024-05-19,2024-05-25,2,6205
Kitimeot,Kitimeot,202421,2024-05-19,2024-05-25,1,6208
Eastern,Est,202422,2024-05-26,2024-06-01,1,1011
Labrador-Grenfell,Grenfell Labrador,202422,2024-05-26,2024-06-01,2,1014
Central,Centre,202422,2024-05-26,2024-06-01,2,1012
Western,Ouest,202422,2024-05-26,2024-06-01,2,1013
Zone 1 - Western,Zone 1 - Ouest,202422,2024-05-26,2024-06-01,1,1211
Zone 2 - Northern,Zone 2 - Nord,202422,2024-05-26,2024-06-01,2,1234
Zone 3 - Eastern,Zone 3 - Est,202422,2024-05-26,2024-06-01,1,1247
Zone 4 - Central,Zone 4 - Centrale,202422,2024-05-26,2024-06-01,1,1269
Region 1,Région de santé publique 1,202422,2024-05-26,2024-06-01,2,1301
Region 2,Région de santé publique 2,202422,2024-05-26,2024-06-01,1,1302
Region 3,Région de santé publique 3,202422,2024-05-26,2024-06-01,2,1303
Region 4,Région de santé publique 4,202422,2024-05-26,2024-06-01,1,1304
Region 5,Région de santé publique 5,202422,2024-05-26,2024-06-01,1,1305
Region 6,Région de santé publique 6,202422,2024-05-26,2024-06-01,2,1306
Region 7,Région de santé publique 7,202422,2024-05-26,2024-06-01,1,1307
Nord-est,Nord-est,202422,2024-05-26,2024-06-01,2,2410
Québec et Chaudieres-Appalaches,Québec et Chaudieres-Appalaches,202422,2024-05-26,2024-06-01,2,2412
Centre-du-Québec,Centre-du-Québec,202422,2024-05-26,2024-06-01,2,2404
Montréal et Laval,Montréal et Laval,202422,2024-05-26,2024-06-01,2,2413
Ouest-du-Québec,Ouest-du-Québec,202422,2024-05-26,2024-06-01,2,2414
Montérégie,Montérégie,202422,2024-05-26,2024-06-01,2,2416
Central East,Centre-Est,202422,2024-05-26,2024-06-01,3,3570
Central West,Centre-Ouest,202422,2024-05-26,2024-06-01,3,3527
Eastern,Est,202422,2024-05-26,2024-06-01,3,3551
North East,Nord-Est,202422,2024-05-26,2024-06-01,3,3547
North West,Nord-Ouest,202422,2024-05-26,2024-06-01,3,3549
South West,Sud-Ouest,202422,2024-05-26,2024-06-01,3,3531
Toronto,Toronto,202422,2024-05-26,2024-06-01,3,3595
North,Nord,202422,2024-05-26,2024-06-01,2,4708
Central,Centre,202422,2024-05-26,2024-06-01,2,4705
South,Sud,202422,2024-05-26,2024-06-01,2,4701
North Zone,Du nord,202422,2024-05-26,2024-06-01,2,4835
Edmonton,Edmonton,202422,2024-05-26,2024-06-01,2,4834
Central Zone,Centre,202422,2024-05-26,2024-06-01,2,4833
Calgary,Calgary,202422,2024-05-26,2024-06-01,3,4832
South Zone,Du sud,202422,2024-05-26,2024-06-01,2,4831
Yukon,Yukon,202422,2024-05-26,2024-06-01,2,6001
Qikiqtaaluk,Qikiqtaaluk,202422,2024-05-26,2024-06-01,2,6204
Kivalliq,Kivalliq,202422,2024-05-26,2024-06-01,2,6205
Kitimeot,Kitimeot,202422,2024-05-26,2024-06-01,1,6208
Eastern,Est,202423,2024-06-02,2024-06-08,2,1011
Labrador-Grenfell,Grenfell Labrador,202423,2024-06-02,2024-06-08,2,1014
Central,Centre,202423,2024-06-02,2024-06-08,1,1012
Western,Ouest,202423,2024-06-02,2024-06-08,2,1013
Prince Edward Island,Île-du-Prince-Édouard,202423,2024-06-02,2024-06-08,0,1103
Zone 1 - Western,Zone 1 - Ouest,202423,2024-06-02,2024-06-08,2,1211
Zone 2 - Northern,Zone 2 - Nord,202423,2024-06-02,2024-06-08,2,1234
Zone 3 - Eastern,Zone 3 - Est,202423,2024-06-02,2024-06-08,2,1247
Zone 4 - Central,Zone 4 - Centrale,202423,2024-06-02,2024-06-08,1,1269
Region 1,Région de santé publique 1,202423,2024-06-02,2024-06-08,1,1301
Region 2,Région de santé publique 2,202423,2024-06-02,2024-06-08,1,1302
Region 3,Région de santé publique 3,202423,2024-06-02,2024-06-08,1,1303
Region 4,Région de santé publique 4,202423,2024-06-02,2024-06-08,1,1304
Region 5,Région de santé publique 5,202423,2024-06-02,2024-06-08,1,1305
Region 6,Région de santé publique 6,202423,2024-06-02,2024-06-08,2,1306
Region 7,Région de santé publique 7,202423,2024-06-02,2024-06-08,2,1307
Nord-est,Nord-est,202423,2024-06-02,2024-06-08,2,2410
Québec et Chaudieres-Appalaches,Québec et Chaudieres-Appalaches,202423,2024-06-02,2024-06-08,2,2412
Centre-du-Québec,Centre-du-Québec,202423,2024-06-02,2024-06-08,2,2404
Montréal et Laval,Montréal et Laval,202423,2024-06-02,2024-06-08,2,2413
Ouest-du-Québec,Ouest-du-Québec,202423,2024-06-02,2024-06-08,2,2414
Montérégie,Montérégie,202423,2024-06-02,2024-06-08,2,2416
Central East,Centre-Est,202423,2024-06-02,2024-06-08,3,3570
Central West,Centre-Ouest,202423,2024-06-02,2024-06-08,3,3527
Eastern,Est,202423,2024-06-02,2024-06-08,3,3551
North East,Nord-Est,202423,2024-06-02,2024-06-08,2,3547
North West,Nord-Ouest,202423,2024-06-02,2024-06-08,3,3549
South West,Sud-Ouest,202423,2024-06-02,2024-06-08,2,3531
Toronto,Toronto,202423,2024-06-02,2024-06-08,3,3595
Northern Regional,Northern Regional,202423,2024-06-02,2024-06-08,0,4670
Prairie Mountain,Prairie Mountain,202423,2024-06-02,2024-06-08,0,4690
Interlake-Eastern,d'Entre-les-lacs et de l'Est,202423,2024-06-02,2024-06-08,0,4620
Winnipeg,Winnipeg,202423,2024-06-02,2024-06-08,0,4610
Southern Health,Santé Sud,202423,2024-06-02,2024-06-08,0,4625
North,Nord,202423,2024-06-02,2024-06-08,2,4708
Central,Centre,202423,2024-06-02,2024-06-08,2,4705
South,Sud,202423,2024-06-02,2024-06-08,2,4701
North Zone,Du nord,202423,2024-06-02,2024-06-08,1,4835
Edmonton,Edmonton,202423,2024-06-02,2024-06-08,3,4834
Central Zone,Centre,202423,2024-06-02,2024-06-08,2,4833
Calgary,Calgary,202423,2024-06-02,2024-06-08,2,4832
South Zone,Du sud,202423,2024-06-02,2024-06-08,1,4831
Interior,Intérieur,202423,2024-06-02,2024-06-08,0,5911
Fraser,Fraser,202423,2024-06-02,2024-06-08,0,5921
Vancouver Coastal,Vancouver Coastal,202423,2024-06-02,2024-06-08,0,5931
Vancouver Island,Île de Vancouver,202423,2024-06-02,2024-06-08,0,5941
Northern,Nord,202423,2024-06-02,2024-06-08,0,5951
Yukon,Yukon,202423,2024-06-02,2024-06-08,2,6001
North,Région nord des TNO,202423,2024-06-02,2024-06-08,0,6101
South,Région sud des TNO,202423,2024-06-02,2024-06-08,0,6103
Qikiqtaaluk,Qikiqtaaluk,202423,2024-06-02,2024-06-08,2,6204
Kivalliq,Kivalliq,202423,2024-06-02,2024-06-08,1,6205
Kitimeot,Kitimeot,202423,2024-06-02,2024-06-08,1,6208
